file,pycsv_success,pycsv_header_precision,pycsv_header_recall,pycsv_header_f1,pycsv_record_precision,pycsv_record_recall,pycsv_record_f1,pycsv_cell_precision,pycsv_cell_recall,pycsv_cell_f1
typeinfer_qty_late_string_anomaly.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_qty_late_overflow.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_qty_late_inf.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_qty_late_huge_float.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_qty_late_currency.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_qty_all_currency.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_price_european_decimal.csv,1,1.0,1.0,1.0,0.012048192771084338,0.012048192771084338,0.012048192771084338,0.8835978835978836,0.7961859356376639,0.8376175548589342
typeinfer_qty_thousands_separator.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_price_thousands_currency.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_qty_pseudo_booleans.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_comments_pseudo_dates.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_date_format_chaos.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_date_excel_serials.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_time_locale_ambiguity.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_qty_numeric_edges.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_qty_hex_octal.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_qty_denormal_floats.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_productid_pseudo_scientific.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_url_as_booleans.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_url_as_dates.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_qty_null_flavors.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_qty_whitespace_padded.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_qty_mixed_numeric_formats.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_productid_csv_fragment.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_qty_uniform_with_word_anomaly.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_qty_uniform_with_late_negative.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
typeinfer_url_whitespace_only.csv,1,0.0,0.0,0.0,0.0,0.0,0.0,0.005291005291005291,0.001869158878504673,0.0027624309392265192
typeinfer_qty_empty_cells_scattered.csv,1,1.0,1.0,1.0,0.927710843373494,0.927710843373494,0.927710843373494,0.9920634920634921,0.9907529722589168,0.991407799074686
