file,code_generation_llm_gpt_5_6_sol_metric_ground_truth,code_generation_llm_gpt_5_6_sol_strict_ground_truth,code_generation_llm_gpt_5_6_sol_matched_ground_truth,code_generation_llm_gpt_5_6_sol_correct,code_generation_llm_gpt_5_6_sol_wrong,code_generation_llm_gpt_5_6_sol_evaluation_error,code_generation_llm_gpt_5_6_sol_success,code_generation_llm_gpt_5_6_sol_header_precision,code_generation_llm_gpt_5_6_sol_header_recall,code_generation_llm_gpt_5_6_sol_header_f1,code_generation_llm_gpt_5_6_sol_record_precision,code_generation_llm_gpt_5_6_sol_record_recall,code_generation_llm_gpt_5_6_sol_record_f1,code_generation_llm_gpt_5_6_sol_cell_precision,code_generation_llm_gpt_5_6_sol_cell_recall,code_generation_llm_gpt_5_6_sol_cell_f1
combo__more_columns_row_10_col_4__mixed_delimiters_within_row_row_11_range_3_0x3B.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9986772486772487,0.9986772486772487,0.9986772486772487
combo__move_header_row5__preamble_2_raw_empty_row.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combo__move_header_row5__preamble_2_raw_empty_row__footnote_2_blank_line.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
combo__multiline_header_rows_3__footnote_2_blank_line.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
combo__multiline_header_rows_3__mixed_delimiters_within_row_row_4_range_3_0x3B__footnote_2_blank_line.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
combo__row_quotation_mark_2_0x27__mixed_delimiters_within_row_row_2_range_3_0x3B.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_commented_row_41.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_commented_row_49.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_commented_row_56.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_double_escaping_backslash_row_3_col_7.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9986772486772487,0.9986772486772487,0.9986772486772487
file_double_escaping_double_quote_row_2_col_7.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_double_trailing_newline.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_embedded_json_cell_2_1_len_4.csv,canonical,origin,origin,1,0,,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.99867197875166,0.9947089947089947,0.9966865473823724
file_escape_char_0x00.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_escape_char_0x5C.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_excel_formulas.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_extremely_long_field_row_3_col_6_len_10000.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_field_delimiter_0x20.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9986772486772487,0.9986772486772487,0.9986772486772487
file_field_delimiter_0x2C_0x20.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_field_delimiter_0x3B.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_field_delimiter_0x9.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_footnote_1.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_footnote_3.csv,canonical,,,0,1,,1,1.0,1.0,1.0,1.0,0.9651162790697675,0.9822485207100593,1.0,0.9655172413793104,0.9824561403508771
file_footnote_3_blank_line.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_header_multirow_2.csv,extra_headers_as_data_rows,origin,origin,1,0,,1,1.0,1.0,1.0,0.9880952380952381,1.0,0.9940119760479043,0.9986789960369881,1.0,0.9993390614672836
file_header_multirow_3.csv,extra_headers_as_data_rows,origin,origin,1,0,,1,1.0,1.0,1.0,0.9764705882352941,1.0,0.988095238095238,0.9973614775725593,1.0,0.9986789960369881
file_header_only.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_less_columns_deleted_value_row_26_col_5.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_less_columns_deleted_value_row_40_col_1.csv,rectangular_missing_value,,,0,1,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_less_columns_deleted_value_row_45_col_7.csv,rectangular_missing_value,rectangular_missing_value,rectangular_missing_value,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_less_columns_deleted_value_row_57_col_1.csv,rectangular_missing_value,,,0,1,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_less_columns_deleted_value_row_70_col_3.csv,rectangular_missing_value,,,0,1,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_mixed_delimiters_whole_row_row_13_0x3B.csv,recovered_original_table,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9894179894179894,0.9894179894179894,0.9894179894179894
file_mixed_delimiters_within_row_row_13_range_1_0x3B.csv,recovered_original_table,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9973544973544973,0.9973544973544973,0.9973544973544973
file_mixed_delimiters_within_row_row_13_range_3_0x3B.csv,recovered_original_table,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9947089947089947,0.9947089947089947,0.9947089947089947
file_mixed_time_formats_day_month_year.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_mixed_time_formats_iso_8601.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_mixed_time_formats_long_month_name.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_mixed_time_formats_long_month_name_unquoted.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_mixed_time_formats_month_day_year.csv,temporal_values_as_strings,temporal_values_as_strings,temporal_values_as_strings,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_more_columns_row_34_col_1.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_more_columns_row_39_col_8.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9973579920739762,0.9986772486772487,0.9980171844018507
file_more_columns_row_72_col_5.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9973579920739762,0.9986772486772487,0.9980171844018507
file_more_columns_row_79_col_7.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9973579920739762,0.9986772486772487,0.9980171844018507
file_more_columns_row_9_col_6.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_move_header_row8.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_multiline_header_rows_3.csv,canonical,origin,origin,1,0,,1,0.0,0.0,0.0,1.0,1.0,1.0,0.996,0.9880952380952381,0.9920318725099602
file_no_header.csv,canonical,,,0,1,,1,0.0,0.0,0.0,1.0,0.9879518072289156,0.993939393939394,1.0,0.9880952380952381,0.9940119760479043
file_no_payload.csv,canonical,,,0,1,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_no_trailing_newline.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_num_columns_1000.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_num_columns_pad_randints_1000.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_num_rows_50000_repeat_file.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_one_data_row.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_preamble.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_quotation_char_0x27.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_quotation_char_none.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9036144578313253,0.9036144578313253,0.9036144578313253,0.9867724867724867,0.9867724867724867,0.9867724867724867
file_record_delimiter_0xA.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_record_delimiter_0xD.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_superheader_sparse_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,without_superheader,without_superheader,without_superheader,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_superheader_whitespace_aligned_columns_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_unescaped_multiline_string_row_2_col_7.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_unquoted_lists_row_9_col_6.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_whitespace_delimiter_cells_quoted_empty_last_column_padded.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_whitespace_delimiter_cells_quoted_padded.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_whitespace_delimiter_cells_quoted_unpadded.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_whitespace_delimiter_cells_unquoted_padded.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_quotation_mark_12_0x27.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
source.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
