file,pandas_metric_ground_truth,pandas_strict_ground_truth,pandas_matched_ground_truth,pandas_correct,pandas_wrong,pandas_evaluation_error,pandas_success,pandas_header_precision,pandas_header_recall,pandas_header_f1,pandas_record_precision,pandas_record_recall,pandas_record_f1,pandas_cell_precision,pandas_cell_recall,pandas_cell_f1
combo__more_columns_row_10_col_4__mixed_delimiters_within_row_row_11_range_3_0x3B.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.996031746031746,0.996031746031746,0.996031746031746
combo__move_header_row5__preamble_2_raw_empty_row.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9986772486772487,0.9986772486772487,0.9986772486772487
combo__move_header_row5__preamble_2_raw_empty_row__footnote_2_blank_line.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.9879518072289156,0.9647058823529412,0.9761904761904762,1.0,0.9767441860465116,0.988235294117647
combo__multiline_header_rows_3__footnote_2_blank_line.csv,canonical,,,0,1,,1,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,0.017195767195767195,0.8666666666666667,0.03372243839169909
combo__multiline_header_rows_3__mixed_delimiters_within_row_row_4_range_3_0x3B__footnote_2_blank_line.csv,canonical,,,0,1,,1,0.3333333333333333,1.0,0.5,0.0,0.0,0.0,0.017195767195767195,0.8666666666666667,0.03372243839169909
combo__row_quotation_mark_2_0x27__mixed_delimiters_within_row_row_2_range_3_0x3B.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9920634920634921,0.9920634920634921,0.9920634920634921
file_commented_row_41.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_commented_row_49.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_commented_row_56.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_double_escaping_backslash_row_3_col_7.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,1.0,0.993939393939394,0.9880952380952381,1.0,0.9940119760479043
file_double_escaping_double_quote_row_2_col_7.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_double_trailing_newline.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_embedded_json_cell_2_1_len_4.csv,canonical,,,0,1,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996031746031746,0.9980119284294234
file_escape_char_0x00.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.927710843373494,0.9506172839506173,0.9390243902439024,0.9682539682539683,0.991869918699187,0.9799196787148594
file_escape_char_0x5C.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_excel_formulas.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_extremely_long_field_row_3_col_6_len_10000.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_field_delimiter_0x20.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_field_delimiter_0x2C_0x20.csv,canonical,,,0,1,,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.01455026455026455,0.1111111111111111,0.025730994152046785
file_field_delimiter_0x3B.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_field_delimiter_0x9.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_footnote_1.csv,canonical,,,0,1,,1,1.0,1.0,1.0,1.0,0.9880952380952381,0.9940119760479043,1.0,0.9882352941176471,0.9940828402366864
file_footnote_3.csv,canonical,,,0,1,,1,1.0,1.0,1.0,1.0,0.9651162790697675,0.9822485207100593,1.0,0.9655172413793104,0.9824561403508771
file_footnote_3_blank_line.csv,canonical,,,0,1,,1,1.0,1.0,1.0,1.0,0.9651162790697675,0.9822485207100593,1.0,0.9655172413793104,0.9824561403508771
file_header_multirow_2.csv,extra_headers_as_data_rows,,,0,1,,1,1.0,1.0,1.0,0.9880952380952381,0.9880952380952381,0.9880952380952381,0.9986789960369881,0.9882352941176471,0.9934296977660972
file_header_multirow_3.csv,extra_headers_as_data_rows,,,0,1,,1,1.0,1.0,1.0,0.9764705882352941,0.9764705882352941,0.9764705882352941,0.9973614775725593,0.9767441860465116,0.9869451697127936
file_header_only.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_less_columns_deleted_value_row_26_col_5.csv,rectangular_missing_value,,,0,1,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_less_columns_deleted_value_row_40_col_1.csv,rectangular_missing_value,,,0,1,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_less_columns_deleted_value_row_45_col_7.csv,rectangular_missing_value,rectangular_missing_value,rectangular_missing_value,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_less_columns_deleted_value_row_57_col_1.csv,rectangular_missing_value,,,0,1,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_less_columns_deleted_value_row_70_col_3.csv,rectangular_missing_value,,,0,1,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_mixed_delimiters_whole_row_row_13_0x3B.csv,recovered_original_table,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9894179894179894,0.9894179894179894,0.9894179894179894
file_mixed_delimiters_within_row_row_13_range_1_0x3B.csv,recovered_original_table,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9973544973544973,0.9973544973544973,0.9973544973544973
file_mixed_delimiters_within_row_row_13_range_3_0x3B.csv,recovered_original_table,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9947089947089947,0.9947089947089947,0.9947089947089947
file_mixed_time_formats_day_month_year.csv,temporal_values_as_strings,temporal_values_as_strings,temporal_values_as_strings,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_mixed_time_formats_iso_8601.csv,temporal_values_as_strings,temporal_values_as_strings,temporal_values_as_strings,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_mixed_time_formats_long_month_name.csv,temporal_values_as_strings,temporal_values_as_strings,temporal_values_as_strings,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_mixed_time_formats_long_month_name_unquoted.csv,temporal_values_as_strings,,,0,1,,1,1.0,1.0,1.0,0.0,0.0,0.0,0.8902116402116402,0.8902116402116402,0.8902116402116402
file_mixed_time_formats_month_day_year.csv,temporal_values_as_strings,temporal_values_as_strings,temporal_values_as_strings,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_more_columns_row_34_col_1.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,1.0,0.993939393939394,0.9867899603698811,1.0,0.9933510638297872
file_more_columns_row_39_col_8.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,1.0,0.993939393939394,0.9867899603698811,1.0,0.9933510638297872
file_more_columns_row_72_col_5.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,1.0,0.993939393939394,0.9867899603698811,1.0,0.9933510638297872
file_more_columns_row_79_col_7.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,1.0,0.993939393939394,0.9867899603698811,1.0,0.9933510638297872
file_more_columns_row_9_col_6.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,1.0,0.993939393939394,0.9867899603698811,1.0,0.9933510638297872
file_move_header_row8.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.9879518072289156,0.9879518072289156,0.9879518072289156,0.9986772486772487,0.9986772486772487,0.9986772486772487
file_multiline_header_rows_3.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_no_header.csv,canonical,,,0,1,,1,0.8888888888888888,0.8888888888888888,0.8888888888888888,1.0,1.0,1.0,0.998661311914324,0.998661311914324,0.998661311914324
file_no_payload.csv,,,,0,1,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_no_trailing_newline.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_num_columns_1000.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_num_columns_pad_randints_1000.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_num_rows_50000_repeat_file.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_one_data_row.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_preamble.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_quotation_char_0x27.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_quotation_char_none.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.12048192771084337,1.0,0.21505376344086022,0.13095238095238096,1.0,0.23157894736842108
file_record_delimiter_0xA.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_record_delimiter_0xD.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
file_superheader_sparse_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,without_superheader,,,0,1,,1,0.0,0.0,0.0,1.0,0.9880952380952381,0.9940119760479043,1.0,0.9882352941176471,0.9940828402366864
file_superheader_whitespace_aligned_columns_transaction_info_cols_0-1-2_group_product_info_cols_3-4-5-6-7_group_notes_cols_8.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_unescaped_multiline_string_row_2_col_7.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,0.9761904761904762,0.9820359281437125,0.9986772486772487,0.9869281045751634,0.9927679158448389
file_unquoted_lists_row_9_col_6.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,1.0,0.993939393939394,0.9880952380952381,1.0,0.9940119760479043
file_whitespace_delimiter_cells_quoted_empty_last_column_padded.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_whitespace_delimiter_cells_quoted_padded.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_whitespace_delimiter_cells_quoted_unpadded.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
file_whitespace_delimiter_cells_unquoted_padded.csv,canonical,,,0,1,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
row_quotation_mark_12_0x27.csv,canonical,,,0,1,,1,1.0,1.0,1.0,0.9879518072289156,1.0,0.993939393939394,0.9880952380952381,1.0,0.9940119760479043
source.csv,canonical,canonical,canonical,1,0,,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
